URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET_1,CHARSET_2,CHARSET_3,CHARSET_4,WHOIS_COUNTRY,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES
56,10,0,0,1,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
20,6,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
82,13,1,0,0,0,0.11705246978538265,8,3,6,696,8,9,574,696,8,0.0
53,11,0,1,0,0,0.214876033036621,0,0,0,0,0,0,0,0,0,0.0
35,8,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
35,9,0,1,0,0,0.214876033036621,4,4,2,432,4,6,372,432,4,0.0
43,10,0,1,0,0,0.214876033036621,0,0,0,0,0,2,124,0,0,0.0
46,10,1,0,0,0,0.04740406320541761,20,2,6,3089,24,24,7088,3391,24,4.0
45,10,0,1,0,0,0.04740406320541761,33,29,2,5852,42,39,37285,6460,42,8.0
29,6,1,0,0,0,0.214876033036621,26,6,5,2519,30,30,22379,2851,30,4.0
36,8,0,1,0,0,0.04740406320541761,5,3,3,498,5,7,438,498,5,0.0
51,8,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
44,9,1,0,0,0,0.04740406320541761,15,0,6,1556,21,20,9023,1988,21,6.0
55,9,0,1,0,0,0.10462280885991233,0,0,0,0,0,0,0,0,0,0.0
101,19,0,1,0,0,0.04740406320541761,47,0,2,4104,51,84,131895,4380,51,4.0
45,9,1,0,0,0,0.214876033036621,0,0,0,0,0,0,0,0,0,0.0
45,7,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
50,9,0,1,0,0,0.04740406320541761,5,3,3,498,5,6,372,498,5,0.0
86,17,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
30,6,0,0,1,0,0.04740406320541761,90,6,14,8646,92,100,95659,8808,92,2.0
65,10,1,0,0,0,0.04740406320541761,43,35,3,5029,49,54,44203,5469,49,6.0
43,8,0,1,0,0,0.1293369061013827,15,6,5,1528,21,21,3023,1988,21,6.0
40,9,1,0,0,0,0.0489267334746623,0,0,0,0,0,0,0,0,0,0.0
63,11,1,0,0,0,0.214876033036621,19,10,1,3181,25,25,16286,3605,25,6.0
42,9,1,0,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
32,7,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
78,11,0,1,0,0,0.04740406320541761,17,9,9,1594,17,18,1152,1594,17,0.0
50,12,1,0,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
38,9,1,0,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
27,6,0,1,0,0,0.04740406320541761,3,3,1,366,3,5,306,366,3,0.0
78,16,0,1,0,0,0.04740406320541761,13,6,9,1026,13,14,904,1026,13,0.0
46,10,0,1,0,0,0.04740406320541761,22,18,1,3331,28,27,62295,3739,28,6.0
30,6,0,1,0,0,0.04740406320541761,2,2,1,276,2,4,250,276,2,0.0
39,8,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
81,18,1,0,0,0,0.04740406320541761,11,6,1,2088,15,15,7459,2388,15,4.0
39,8,0,1,0,0,0.04740406320541761,69,60,5,8450,81,80,68036,9350,81,12.0
71,16,1,0,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
44,9,0,1,0,0,0.04740406320541761,39,19,10,2742,39,5,306,2742,39,0.0
77,15,0,0,1,0,0.04740406320541761,5,5,3,498,5,8,508,498,5,0.0
49,12,0,1,0,0,0.04740406320541761,32,16,6,4464,40,39,39561,5064,40,8.0
59,11,1,0,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
39,8,0,1,0,0,0.04740406320541761,2,2,1,276,2,4,244,276,2,0.0
48,11,0,1,0,0,0.214876033036621,26,2,8,2873,34,37,5727,3453,34,8.0
31,6,0,0,1,0,0.04740406320541761,23,1,4,2262,29,28,16553,2736,29,6.0
38,8,0,1,0,0,0.04740406320541761,13,13,9,1002,13,16,1012,1002,13,0.0
42,11,0,1,0,0,0.214876033036621,18,1,4,2185,24,21,2969,2637,24,6.0
49,10,0,1,0,0,0.04740406320541761,26,0,7,2270,30,24,10000,2562,30,4.0
83,11,0,1,0,0,0.09369611525393239,11,4,4,1278,17,16,1874,1750,17,6.0
49,9,0,1,0,0,0.04740406320541761,3,3,1,366,3,4,244,366,3,0.0
234,34,1,0,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
55,10,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
70,14,1,0,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
52,12,1,0,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
49,9,0,1,0,0,0.04740406320541761,12,3,4,864,12,6,372,864,12,0.0
44,10,0,1,0,0,0.0489267334746623,17,7,6,1242,17,13,962,1242,17,0.0
29,6,0,1,0,0,0.04740406320541761,21,6,11,1515,23,18,1334,1675,23,2.0
69,12,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
64,11,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
54,10,0,1,0,0,0.04740406320541761,12,7,1,2036,16,17,7035,2320,16,4.0
43,9,0,1,0,0,0.04740406320541761,29,10,11,2022,29,12,803,2022,29,0.0
99,15,0,1,0,0,0.016914153705329456,20,2,6,2010,24,24,13434,2334,24,4.0
58,10,1,0,0,0,0.016914153705329456,5,0,3,620,7,8,626,770,7,2.0
42,8,0,0,1,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
35,6,0,0,1,0,0.04740406320541761,23,8,5,3087,29,27,19078,3535,29,6.0
46,8,0,1,0,0,0.04740406320541761,7,6,4,606,7,8,496,606,7,0.0
109,20,1,0,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
26,6,0,0,1,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
23,6,0,0,1,0,0.214876033036621,0,0,0,0,0,0,0,0,0,0.0
122,21,1,0,0,0,0.214876033036621,21,2,7,3425,23,16,12391,3591,23,2.0
29,7,0,1,0,0,0.016914153705329456,709,708,3,2362906,709,837,83056,2362906,709,0.0
65,12,1,0,0,0,0.04740406320541761,29,7,6,3999,37,37,17322,4619,37,8.0
66,11,1,0,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
52,9,0,1,0,0,0.016914153705329456,4,4,1,420,4,5,414,420,4,0.0
100,17,0,1,0,0,0.214876033036621,35,9,12,2820,43,28,3254,3428,43,8.0
52,9,1,0,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
30,8,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
45,9,1,0,0,0,0.04740406320541761,8,0,2,805,12,11,1087,1099,12,4.0
35,7,0,1,0,0,0.016914153705329456,8,6,6,696,8,5,306,696,8,0.0
106,19,0,1,0,0,0.04740406320541761,54,3,5,5078,60,61,68512,5512,60,6.0
57,11,1,0,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
37,10,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
41,8,1,0,0,0,0.214876033036621,1,0,1,54,1,2,124,54,1,0.0
47,9,0,1,0,0,0.11705246978538265,0,0,0,0,0,0,0,0,0,0.0
105,21,0,1,0,0,0.04740406320541761,39,3,4,3238,43,44,26870,3550,43,4.0
51,11,0,1,0,0,0.04740406320541761,28,16,12,3227,32,31,12120,3507,32,4.0
113,21,1,0,0,0,0.04740406320541761,7,6,3,606,7,9,595,606,7,0.0
59,9,0,0,1,0,0.04740406320541761,14,0,1,1797,18,19,2308,2105,18,4.0
48,10,1,0,0,0,0.04740406320541761,22,0,2,3448,28,24,9819,3912,28,6.0
39,9,1,0,0,0,0.04740406320541761,8,4,6,684,8,12,762,684,8,0.0
38,9,1,0,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
36,7,1,0,0,0,0.214876033036621,7,0,2,730,9,11,1284,870,9,2.0
57,11,1,0,0,0,0.04740406320541761,21,6,13,1627,25,23,2044,1933,25,4.0
89,12,0,1,0,0,0.04740406320541761,25,13,8,1818,25,7,438,1818,25,0.0
65,12,0,1,0,0,0.04740406320541761,9,0,3,1194,13,12,1736,1498,13,4.0
64,12,0,1,0,0,0.04740406320541761,5,4,2,498,5,9,570,498,5,0.0
50,9,0,0,1,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
100,19,0,1,0,0,0.016914153705329456,27,0,2,3458,29,27,55407,3622,29,2.0
47,9,1,0,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
36,7,0,0,1,0,0.214876033036621,8,0,2,784,10,11,16959,958,10,2.0
48,7,0,1,0,0,0.04740406320541761,47,10,6,4576,55,52,49426,5282,55,8.0
36,7,1,0,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
92,19,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
70,13,0,1,0,0,0.11705246978538265,16,13,2,1688,16,12,742,1688,16,0.0
86,17,0,1,0,0,0.04740406320541761,10,9,8,804,10,13,826,804,10,0.0
31,7,0,0,1,0,0.04740406320541761,7,0,2,707,11,11,1018,1031,11,4.0
20,7,0,1,0,0,0.1293369061013827,16,6,8,1492,20,20,2334,1784,20,4.0
31,8,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
43,7,0,0,1,0,0.04740406320541761,17,7,3,2715,23,20,20139,3187,23,6.0
34,7,0,1,0,0,0.04740406320541761,42,0,3,4895,46,45,39544,5241,46,4.0
58,11,0,1,0,0,0.04740406320541761,44,37,6,6317,52,53,38708,6925,52,8.0
63,13,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
44,9,0,1,0,0,0.04740406320541761,40,35,2,5987,48,48,38230,6595,48,8.0
34,9,1,0,0,0,0.04740406320541761,4,3,2,432,4,5,310,432,4,0.0
59,11,1,0,0,0,0.04740406320541761,38,4,10,3936,44,46,29443,4404,44,6.0
29,6,1,0,0,0,0.04740406320541761,10,2,9,612,12,14,918,772,12,2.0
41,10,1,0,0,0,0.04740406320541761,24,0,2,4034,30,26,12486,4498,30,6.0
48,9,1,0,0,0,0.04740406320541761,5,3,3,498,5,8,504,498,5,0.0
69,14,0,1,0,0,0.04740406320541761,31,2,8,2131,35,33,30035,2437,35,4.0
57,12,0,1,0,0,0.214876033036621,13,4,7,1074,13,5,306,1074,13,0.0
92,18,0,1,0,0,0.214876033036621,47,10,6,4576,55,52,49426,5282,55,8.0
41,9,0,1,0,0,0.04740406320541761,0,0,0,0,0,2,124,0,0,0.0
29,7,1,0,0,0,0.04740406320541761,32,21,8,4561,38,36,10429,4997,38,6.0
86,16,0,1,0,0,0.04740406320541761,67,4,10,6257,71,53,51527,6619,71,4.0
40,6,0,0,1,0,0.04740406320541761,22,0,2,1724,24,26,38477,1886,24,2.0
33,6,0,1,0,0,0.016914153705329456,0,0,0,0,0,0,0,0,0,0.0
45,8,1,0,0,0,0.04740406320541761,26,16,5,3891,34,35,37000,4567,34,8.0
47,10,1,0,0,0,0.214876033036621,0,0,0,0,0,0,0,0,0,0.0
100,20,0,1,0,0,0.9393046570130593,0,0,0,0,0,2,124,0,0,0.0
38,7,0,1,0,0,0.04740406320541761,44,0,4,5064,50,42,35677,5586,50,6.0
36,8,0,0,1,0,0.214876033036621,18,2,6,1706,22,19,2165,1994,22,4.0
51,10,0,1,0,0,0.04740406320541761,35,22,11,4677,41,33,14310,5093,41,6.0
35,7,0,1,0,0,0.04740406320541761,41,6,4,4769,45,42,69898,5119,45,4.0
58,12,0,1,0,0,0.31346036063705446,50,0,1,3592,52,53,66100,3744,52,2.0
64,13,0,1,0,0,0.04740406320541761,10,2,6,1197,14,17,1374,1503,14,4.0
50,11,1,0,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
101,21,1,0,0,0,0.08411951038412753,0,0,0,0,0,0,0,0,0,0.0
45,9,0,1,0,0,0.04740406320541761,55,43,7,10205,69,56,38894,11305,69,14.0
32,8,1,0,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
39,7,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
41,9,1,0,0,0,0.0489267334746623,101,41,5,10813,110,101,142735,11423,110,8.0
40,11,0,1,0,0,0.214876033036621,19,1,5,2243,25,22,3021,2691,25,6.0
42,8,0,1,0,0,0.214876033036621,33,4,9,3088,41,34,12104,3720,41,8.0
98,18,0,1,0,0,0.04740406320541761,44,17,11,5171,52,46,36825,5811,52,8.0
92,16,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
17,6,1,0,0,0,0.04740406320541761,31,22,3,3812,39,37,18784,4380,39,8.0
113,18,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
56,11,0,1,0,0,0.11705246978538265,0,0,0,0,0,0,0,0,0,0.0
39,7,1,0,0,0,0.214876033036621,28,6,13,2721,30,29,15626,2879,30,2.0
36,7,0,1,0,0,0.04740406320541761,3,3,1,366,3,4,244,366,3,0.0
18,7,0,1,0,0,0.10308492539855425,11,6,9,894,11,13,838,894,11,0.0
33,6,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
41,13,0,1,0,0,0.214876033036621,9,0,3,1142,13,12,1991,1430,13,4.0
33,8,0,1,0,0,0.04740406320541761,52,7,8,3438,56,51,46498,3718,56,4.0
23,6,1,0,0,0,0.04740406320541761,8,0,2,723,10,11,1837,871,10,2.0
40,7,0,1,0,0,0.04740406320541761,38,1,3,2995,44,37,41717,3531,44,6.0
34,9,1,0,0,0,0.2821016227362368,26,0,3,3569,32,31,10750,4037,32,6.0
54,11,1,0,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
29,8,0,1,0,0,0.04740406320541761,17,9,10,1249,17,15,1062,1249,17,0.0
88,15,0,1,0,0,0.214876033036621,11,3,4,1346,15,16,1725,1670,15,4.0
72,14,0,1,0,0,0.08411951038412753,0,0,0,0,0,0,0,0,0,0.0
48,11,0,1,0,0,0.214876033036621,0,0,0,0,0,0,0,0,0,0.0
39,8,0,1,0,0,0.04740406320541761,16,7,3,2241,22,20,6701,2683,22,6.0
51,14,0,1,0,0,0.31346036063705446,46,0,1,3321,48,49,66184,3473,48,2.0
63,11,1,0,0,0,0.04740406320541761,31,5,6,2293,33,24,17664,2459,33,2.0
55,10,1,0,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
99,22,1,0,0,0,0.10308492539855425,19,5,5,2137,23,29,17922,2425,23,4.0
42,10,1,0,0,0,0.04740406320541761,24,0,2,4035,30,25,12416,4499,30,6.0
89,14,0,1,0,0,0.214876033036621,7,6,2,786,7,7,432,786,7,0.0
141,30,0,1,0,0,0.04740406320541761,14,2,6,1649,16,19,14395,1789,16,2.0
44,9,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
39,7,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
100,15,0,1,0,0,0.016914153705329456,8,3,5,660,8,13,798,660,8,0.0
38,8,1,0,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
67,14,0,1,0,0,0.04740406320541761,12,1,5,1366,18,17,2000,1850,18,6.0
36,8,0,0,1,0,0.214876033036621,0,0,0,0,0,0,0,0,0,0.0
39,8,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
73,15,1,0,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
36,8,1,0,0,0,0.12640152255382542,18,2,8,1432,20,27,2113,1572,20,2.0
35,8,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
56,10,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
56,12,1,0,0,0,0.214876033036621,0,0,0,0,0,0,0,0,0,0.0
68,14,0,1,0,0,0.04740406320541761,52,44,3,4703,56,57,69613,5033,56,4.0
39,9,0,1,0,0,0.214876033036621,0,0,0,0,0,0,0,0,0,0.0
41,8,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
42,8,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
136,43,0,1,0,0,0.214876033036621,0,0,0,0,0,0,0,0,0,0.0
37,8,1,0,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
62,13,1,0,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
49,10,1,0,0,0,0.04740406320541761,21,7,2,2681,27,26,21979,3159,27,6.0
178,16,0,1,0,0,0.9393046570130593,0,0,0,0,0,3,186,0,0,0.0
74,16,0,1,0,0,0.04740406320541761,8,1,3,1088,14,13,2036,1524,14,6.0
49,13,0,1,0,0,0.31346036063705446,50,0,2,3571,52,55,66449,3723,52,2.0
33,7,1,0,0,0,0.09369611525393239,0,0,0,0,0,0,0,0,0,0.0
52,10,1,0,0,0,0.016914153705329456,0,0,0,0,0,0,0,0,0,0.0
56,11,0,0,1,0,0.0489267334746623,20,2,7,1876,26,17,2205,2354,26,6.0
59,12,1,0,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
51,11,0,1,0,0,0.04740406320541761,2,0,1,132,2,2,124,132,2,0.0
25,6,0,0,1,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
38,8,0,1,0,0,0.04740406320541761,3,2,2,330,3,5,306,330,3,0.0
42,11,0,1,0,0,0.214876033036621,18,1,5,2185,24,21,2969,2637,24,6.0
22,6,0,1,0,0,0.04740406320541761,6,0,3,650,10,10,1417,950,10,4.0
32,8,1,0,0,0,0.04740406320541761,13,0,2,2065,17,16,7280,2349,17,4.0
70,12,1,0,0,0,0.214876033036621,9,0,4,916,13,15,2074,1216,13,4.0
29,6,1,0,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
40,8,1,0,0,0,0.214876033036621,8,4,1,1325,12,12,2833,1637,12,4.0
47,8,0,1,0,0,0.016914153705329456,7,0,2,729,9,10,2045,871,9,2.0
71,11,0,1,0,0,0.04740406320541761,26,21,4,4488,35,35,14140,5084,35,8.0
50,10,1,0,0,0,0.214876033036621,94,3,8,6904,98,103,197501,7208,98,4.0
26,7,0,1,0,0,0.04740406320541761,21,8,9,2373,25,27,6199,2637,25,4.0
95,15,0,0,1,0,0.214876033036621,8,7,4,636,8,9,630,636,8,0.0
35,11,0,1,0,0,0.214876033036621,15,1,5,1635,21,17,2640,2073,21,6.0
58,11,1,0,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
55,11,0,1,0,0,0.04740406320541761,48,39,11,5137,55,61,67877,5597,55,6.0
50,10,1,0,0,0,0.04740406320541761,13,8,2,2382,17,20,7775,2682,17,4.0
97,15,0,0,1,0,0.04740406320541761,40,32,7,5024,46,37,15154,5500,46,6.0
43,9,1,0,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
65,14,0,1,0,0,0.04740406320541761,326,317,3,26631,330,442,947971,26931,330,4.0
102,17,1,0,0,0,0.04740406320541761,48,11,11,3684,54,53,47558,4164,54,6.0
61,12,1,0,0,0,0.04740406320541761,22,5,10,1673,24,22,2525,1837,24,2.0
54,12,1,0,0,0,0.214876033036621,29,0,2,2903,37,37,30772,3525,37,8.0
40,9,1,0,0,0,0.04740406320541761,19,0,2,2610,25,22,7715,3074,25,6.0
35,11,0,1,0,0,0.214876033036621,21,1,5,2367,29,26,3801,2957,29,8.0
55,10,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
59,13,1,0,0,0,0.04740406320541761,8,3,8,552,8,5,420,552,8,0.0
37,8,1,0,0,0,0.04740406320541761,16,1,6,1607,22,18,1690,2055,22,6.0
74,15,0,1,0,0,0.214876033036621,8,0,1,432,8,2,124,432,8,0.0
43,10,1,0,0,0,0.04740406320541761,23,0,2,3970,29,27,12548,4434,29,6.0
16,6,0,0,1,0,0.214876033036621,0,0,0,0,0,0,0,0,0,0.0
18,6,1,0,0,0,0.04740406320541761,12,0,3,1189,14,13,8559,1327,14,2.0
129,25,0,1,0,0,0.9393046570130593,0,0,0,0,0,2,124,0,0,0.0
36,11,0,1,0,0,0.214876033036621,19,1,5,2227,27,23,3612,2819,27,8.0
60,11,0,1,0,0,0.04740406320541761,45,0,3,4192,53,54,62498,4834,53,8.0
70,13,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
44,9,1,0,0,0,0.04740406320541761,6,4,3,640,6,8,606,640,6,0.0
37,9,1,0,0,0,0.04740406320541761,21,0,4,1643,23,31,21144,1797,23,2.0
143,27,0,1,0,0,0.9393046570130593,0,0,0,0,0,2,124,0,0,0.0
33,9,0,1,0,0,0.214876033036621,18,1,5,2147,24,20,2848,2577,24,6.0
68,12,0,1,0,0,0.04740406320541761,11,3,7,858,11,11,678,858,11,0.0
22,6,0,1,0,0,0.016914153705329456,0,0,0,0,0,0,0,0,0,0.0
64,10,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
40,6,0,1,0,0,0.214876033036621,12,4,8,924,12,10,642,924,12,0.0
100,20,0,1,0,0,0.9393046570130593,0,0,0,0,0,2,124,0,0,0.0
51,9,0,1,0,0,0.214876033036621,7,3,2,582,7,5,306,582,7,0.0
43,8,0,1,0,0,0.214876033036621,4,3,2,408,4,7,448,408,4,0.0
35,8,0,1,0,0,0.04740406320541761,27,1,5,2771,31,33,36261,3051,31,4.0
45,9,0,1,0,0,0.04740406320541761,19,0,2,1801,23,25,26643,2097,23,4.0
45,10,1,0,0,0,0.214876033036621,4,0,2,531,6,6,494,681,6,2.0
71,14,0,1,0,0,0.214876033036621,19,14,4,2877,25,23,6649,3317,25,6.0
60,13,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
43,10,1,0,0,0,0.04740406320541761,8,0,1,1045,10,9,2806,1209,10,2.0
19,6,0,0,1,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
34,9,1,0,0,0,0.1293369061013827,5,3,2,498,5,5,306,498,5,0.0
47,11,0,1,0,0,0.214876033036621,4,2,4,296,6,9,778,442,6,2.0
22,6,1,0,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
36,8,0,1,0,0,0.08411951038412753,0,0,0,0,0,0,0,0,0,0.0
41,10,0,1,0,0,0.04740406320541761,10,1,4,1198,16,16,2763,1616,16,6.0
24,6,0,1,0,0,0.214876033036621,7,7,3,618,7,9,562,618,7,0.0
67,12,0,1,0,0,0.214876033036621,0,0,0,0,0,0,0,0,0,0.0
28,7,0,0,1,0,0.04740406320541761,6,4,3,552,6,8,612,552,6,0.0
37,8,0,0,1,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
24,6,0,1,0,0,0.11705246978538265,23,3,15,2485,27,28,9332,2799,27,4.0
33,7,0,1,0,0,0.04740406320541761,105,98,7,8692,111,130,179133,9172,111,6.0
33,11,0,1,0,0,0.214876033036621,13,1,5,1497,17,14,2116,1787,17,4.0
29,7,1,0,0,0,0.04740406320541761,34,0,2,2934,40,40,34995,3416,40,6.0
69,13,0,1,0,0,0.04740406320541761,14,8,3,2186,18,20,6913,2486,18,4.0
54,8,1,0,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
47,9,0,1,0,0,0.04740406320541761,13,7,2,2133,13,11,17914,2133,13,0.0
26,7,1,0,0,0,0.1293369061013827,7,0,2,722,11,10,2000,1016,11,4.0
51,14,1,0,0,0,0.04740406320541761,14,4,6,888,14,6,376,888,14,0.0
47,9,1,0,0,0,0.04740406320541761,33,2,8,3759,39,27,11243,4193,39,6.0
98,18,0,1,0,0,0.10605442842508905,6,3,2,564,6,5,306,564,6,0.0
26,6,1,0,0,0,0.11705246978538265,0,0,0,0,0,0,0,0,0,0.0
53,12,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
24,6,1,0,0,0,0.04740406320541761,65,3,5,6286,69,75,90508,6596,69,4.0
100,20,0,1,0,0,0.9393046570130593,0,0,0,0,0,3,186,0,0,0.0
40,8,0,1,0,0,0.04740406320541761,156,17,12,23383,162,206,295213,23877,162,6.0
33,7,0,1,0,0,0.04740406320541761,4,2,3,408,4,6,382,408,4,0.0
43,9,1,0,0,0,0.214876033036621,22,3,8,2267,28,31,9811,2701,28,6.0
66,12,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
69,13,0,1,0,0,0.04740406320541761,10,0,4,903,14,12,1489,1205,14,4.0
56,12,1,0,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
40,6,1,0,0,0,0.214876033036621,15,10,4,1166,19,19,1626,1538,19,4.0
78,16,0,1,0,0,0.04740406320541761,11,1,3,1335,17,17,2109,1835,17,6.0
69,14,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
42,9,0,0,1,0,0.214876033036621,8,8,3,636,8,6,364,636,8,0.0
39,8,1,0,0,0,0.10308492539855425,10,2,7,927,14,20,2926,1241,14,4.0
68,12,0,1,0,0,0.04740406320541761,5,4,2,474,5,7,442,474,5,0.0
47,10,0,1,0,0,0.04740406320541761,32,28,3,4948,40,35,19634,5516,40,8.0
82,17,0,1,0,0,0.04740406320541761,0,0,0,0,0,3,186,0,0,0.0
55,10,0,1,0,0,0.04740406320541761,27,18,4,3101,31,30,13795,3405,31,4.0
78,17,1,0,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
25,6,0,1,0,0,0.214876033036621,6,5,2,564,6,7,442,564,6,0.0
59,13,0,0,1,0,0.04740406320541761,10,0,3,1170,16,14,1324,1584,16,6.0
60,11,1,0,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
27,7,0,1,0,0,0.1293369061013827,38,0,3,4207,44,45,39662,4679,44,6.0
44,11,1,0,0,0,0.04740406320541761,5,3,2,498,5,7,438,498,5,0.0
100,20,0,1,0,0,0.9393046570130593,0,0,0,0,0,3,186,0,0,0.0
81,16,0,1,0,0,0.04740406320541761,15,0,3,1894,19,20,7062,2198,19,4.0
32,6,0,1,0,0,0.016914153705329456,0,0,0,0,0,0,0,0,0,0.0
35,9,1,0,0,0,0.10308492539855425,0,0,0,0,0,0,0,0,0,0.0
45,9,1,0,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
52,11,0,1,0,0,0.214876033036621,3,3,1,366,3,4,244,366,3,0.0
37,9,1,0,0,0,0.214876033036621,31,7,12,2531,37,35,14050,3005,37,6.0
106,22,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
40,10,0,1,0,0,0.04740406320541761,7,4,3,630,7,5,310,630,7,0.0
64,11,0,1,0,0,0.04740406320541761,2,2,1,276,2,4,246,276,2,0.0
56,11,1,0,0,0,0.214876033036621,25,13,7,2910,31,30,7648,3402,31,6.0
55,9,0,1,0,0,0.04740406320541761,8,3,3,696,8,5,306,696,8,0.0
48,9,0,1,0,0,0.016914153705329456,113,0,3,7746,117,134,229040,8062,117,4.0
31,6,0,1,0,0,0.04740406320541761,13,8,8,1355,16,16,1145,1519,16,2.0
61,12,0,1,0,0,0.214876033036621,0,0,0,0,0,0,0,0,0,0.0
61,11,0,0,1,0,0.04740406320541761,4,3,2,432,4,4,244,432,4,0.0
